event_type,attack_type,event_date,month,day,year,admin1,location,fatalities,sole_perpatrator_classification,extremist_beliefs_classification,connection_to_organized_extremist_group_classification,issue_type,motive,source,source_scale,major_media,notes
STRATEGIC DEVELOPMENTS,SHOOTING,2024-10-06,10,6,2024,ARIZONA,TEMPE,0,YES,NO,NO,ELECTIONS/VOTING,ANTI-GOVERNMENT,AP,INTERNATIONAL,YES,"PROPERTY DESTRUCTION: ON 6 OCTOBER 2024, A 60-YEAR-OLD MAN FIRED MULTIPLE GUNSHOTS THROUGH THE FRONT WINDOW OF A DEMOCRATIC PARTY CAMPAIGN OFFICE FOR VICE PRESIDENT KAMALA HARRIS IN TEMPE (ARIZONA). NO ONE WAS PRESENT OR INJURED AT THE OFFICE SINCE THE SHOOTING TOOK PLACE OVERNIGHT AND THE MOTIVE IS UNKNOWN. THIS IS THE THIRD TIME THE MAN FIRED A GUN OR A BB GUN AT THE OFFICE. THE MAN IS ARRESTED FOR ACTS OF TERRORISM AND THE POLICE BELIEVE THAT THE MAN WAS ALSO PREPARING FOR A 'MASS CASUALTY EVENT' BASED ON THE NUMBER OF GUNS AND AMMUNITION THEY SEIZED."
STRATEGIC DEVELOPMENTS,SHOOTING,2024-09-23,9,23,2024,ARIZONA,TEMPE,0,YES,NO,NO,ELECTIONS/VOTING,ANTI-GOVERNMENT,AP; NBC NEWS,NATIONAL-INTERNATIONAL,YES,"PROPERTY DESTRUCTION: ON 23 SEPTEMBER 2024, A 60-YEAR-OLD MAN FIRED MULTIPLE GUNSHOTS THROUGH THE FRONT WINDOW OF A DEMOCRATIC PARTY CAMPAIGN OFFICE FOR VICE PRESIDENT KAMALA HARRIS IN TEMPE (ARIZONA). NO ONE WAS PRESENT OR INJURED AT THE OFFICE SINCE THE SHOOTING TOOK PLACE OVERNIGHT AND THE MOTIVE IS UNKNOWN. THIS IS THE SECOND OF THREE TIMES THE MAN FIRED A GUN OR A BB GUN AT THE OFFICE. THE MAN IS ARRESTED FOR ACTS OF TERRORISM AND THE POLICE BELIEVE THAT THE MAN WAS ALSO PREPARING FOR A 'MASS CASUALTY EVENT' BASED ON THE NUMBER OF GUNS AND AMMUNITION THEY SEIZED."
STRATEGIC DEVELOPMENTS,SHOOTING,2024-09-16,9,16,2024,ARIZONA,TEMPE,0,YES,NO,NO,ELECTIONS/VOTING,ANTI-GOVERNMENT,AP,INTERNATIONAL,YES,"PROPERTY DESTRUCTION: ON 16 SEPTEMBER 2024, A 60-YEAR-OLD MAN FIRED MULTIPLE BB GUN PELLETS THROUGH THE FRONT WINDOW OF A DEMOCRATIC PARTY CAMPAIGN OFFICE FOR VICE PRESIDENT KAMALA HARRIS IN TEMPE (ARIZONA). NO ONE WAS PRESENT OR INJURED AT THE OFFICE SINCE THE SHOOTING TOOK PLACE OVERNIGHT AND THE MOTIVE IS UNKNOWN. THIS IS THE FIRST OF THREE TIMES THE MAN FIRED A GUN OR A BB GUN AT THE OFFICE. THE MAN IS ARRESTED FOR ACTS OF TERRORISM AND THE POLICE BELIEVE THAT THE MAN WAS ALSO PREPARING FOR A 'MASS CASUALTY EVENT' BASED ON THE NUMBER OF GUNS AND AMMUNITION THEY SEIZED."
STRATEGIC DEVELOPMENTS,ARSON,2024-07-04,7,4,2024,MASSACHUSETTS,KINGSTON,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,"ANTI-LGBTQ, ANTI-BLACK",BOSTON GLOBE; BOSTON.COM; REPUBLICAN (SPRINGFIELD); WHDH CHANNEL 7,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 4 JULY 2024, A 43-YEAR-OLD MAN ENTERED THE FIRST PARISH UNITARIAN CHURCH, DESTROYED HANDMADE 200-YEAR-OLD SHUTTERS, SMASHED ANTIQUE GLASS, AND DISCHARGED A FIRE EXTINGUISHER IN KINGSTON (MASSACHUSETTS). THE MAN THEN BURNT PRIDE AND BLACK LIVES MATTER FLAGS AND DAMAGED THE OUTSIDE OF THE CHURCH BUILDING WITH FIRE. POLICE ARRESTED THE PERPETRATOR."
STRATEGIC DEVELOPMENTS,ARSON,2024-06-24,6,24,2024,OREGON,PORTLAND - NORTHEAST,0,NO,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,IT'S GOING DOWN; LEFT COAST RIGHT WATCH,OTHER-NATIONAL,NO,"PROPERTY DESTRUCTION: ON 24 JUNE 2024, AN INDIVIDUAL(S) BROKE A WINDOW AND SET A FIRE AT DARK STAR MAGICK BOOKSTORE, WHICH HAD A PRO-LGBTQ+ DISPLAY, IN PORTLAND - NORTHEAST (OREGON). THE FIRE WAS SET AT 4:30AM AND WAS EXTINGUISHED BEFORE IT CAUSED SIGNIFICANT DAMAGE."
STRATEGIC DEVELOPMENTS,ARSON,2024-06-02,6,2,2024,CALIFORNIA,BERKELEY,0,NO,NO,NO,ISRAEL/PALESTINE,ANTI-GOVERNMENT,J. THE JEWISH NEWS OF NORTHERN CALIFORNIA; TWITTER,NEW MEDIA-SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 2 JUNE 2024, A PRO-PALESTINIAN GROUP SET A UC BERKELEY POLICE SUV ON FIRE IN BERKELEY (CALIFORNIA) AND CLAIMED ONLINE THAT THE ACTION HAD BEEN CARRIED OUT IN SOLIDARITY WITH PALESTINE. THIS DESTRUCTION TOOK PLACE AMID THE ISRAEL-HAMAS WAR WHICH BEGAN IN OCTOBER 2023."
STRATEGIC DEVELOPMENTS,ARSON,2024-06-01,6,1,2024,CALIFORNIA,BERKELEY,0,NO,NO,NO,ISRAEL/PALESTINE,ANTI-GOVERNMENT,DAILY CALIFORNIAN,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 1 JUNE 2024, AN UNIDENTIFIED INDIVIDUAL LIT A UNIVERSITY OF CALIFORNIA POLICE VEHICLE ON FIRE ON BARROWS LANE IN BERKELEY (CALIFORNIA). SEVERAL POSTS ON SOCIAL MEDIA CLAIMED THE FIRE WAS IN RETALIATION FOR POLICE RAIDS ON PRO-PALESTINIAN STUDENT ENCAMPMENTS AMID THE ISRAEL-HAMAS WAR WHICH BEGAN IN OCTOBER 2023. IN JANUARY 2025, THE PERPETRATOR SAID IN A PLEA AGREEMENT THAT THEY HAD CARRIED OUT THE ARSON TO SHOW OPPOSITION TO THE UNIVERSITY OF CALIFORNIA'S AND THE FEDERAL GOVERNMENT'S TREATMENT OF PRO-PALESTINIAN DEMONSTRATORS."
STRATEGIC DEVELOPMENTS,ARSON,2024-04-08,4,8,2024,MASSACHUSETTS,SALEM,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,OTHER,CBS NEWS; GUARDIAN (UNITED KINGDOM); NEW YORK POST; USA TODAY,NATIONAL-INTERNATIONAL,YES,"PROPERTY DESTRUCTION: ON 8 APRIL 2024, AN INCENDIARY DEVICE WAS THROWN AT THE PORCH OF A SATANIC TEMPLE IN SALEM (MASSACHUSETTS) CAUSING IT TO CATCH ON FIRE. THE PORCH OF THE BUILDING CAUGHT ON FIRE AND A SIDE OF THE BUILDING WALL WAS SCORCHED. NO PEOPLE WERE INSIDE AT THE TIME OF THE INCIDENT. THIS IS THE SECOND ACT OF ARSON AGAINST THE TEMPLE, AFTER A MAN BURNED THE ENTRANCE OF THE TEMPLE IN 2022."
STRATEGIC DEVELOPMENTS,ARSON,2024-02-11,2,11,2024,RHODE ISLAND,NORTH PROVIDENCE,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-BLACK,USA TODAY,NATIONAL,YES,"PROPERTY DESTRUCTION: ON 11 FEBRUARY 2024, A MAN BOUGHT A LIGHTER AND GASOLINE, POURED THE GASOLINE OUTSIDE OF SHILOH GOSPEL TEMPLE (PENTECOSTAL CHURCH), AND LIT IT ON FIRE IN NORTH PROVIDENCE (RHODE ISLAND) IN A TARGETED ACT OF DESTRUCTION. THE BUILDING WAS EMPTY AT THE TIME OF THE EVENT. THE PERPETRATOR WAS ARRESTED AND CLAIMED HE TRIED TO BURN THE TEMPLE BECAUSE THE MAJORITY OF CONGREGANTS WERE AFRICAN AMERICAN."
STRATEGIC DEVELOPMENTS,ARSON,2024-02-10,2,10,2024,RHODE ISLAND,NORTH PROVIDENCE,0,YES,YES,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-BLACK,FOX PROVIDENCE,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: AROUND 10 FEBRUARY 2024 (WEEKEND OF), A MAN STARTED FIRES IN FRONT OF SHILOH GOSPEL TEMPLE MINISTRIES, WHICH IS PREDOMINANTLY BLACK, IN NORTH PROVIDENCE (RHODE ISLAND). UPON SEARCHING THE PERPETRATOR'S HOUSE, AUTHORITIES FOUND STATEMENTS READING 'BURN CHURCHES DOWN TO THE GROUND' AND 'GUN EVERYONE DOWN WHO ISN'T WHITE.'"
STRATEGIC DEVELOPMENTS,ARSON,2024-01-28,1,28,2024,MINNESOTA,GOLDEN VALLEY,0,NO,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,NEWSTALK 1450 KNSI,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 28 JANUARY 2024, AN UNIDENTIFIED ARMED GROUP SET FIRE TO THREE OFFICES IN GOLDEN VALLEY (MINNESOTA) WHICH BELONGED TO CONSERVATIVE GROUPS TAKECHARGE, UPPER MIDWEST LAW CENTER, AND CENTER FOR THE AMERICAN EXPERIMENT. THE THREE OFFICES WERE IN THE SAME BUILDING AND NO ONE WAS PRESENT AT THE TIME. THERE WERE NO INJURIES OR FATALITIES BUT SIGNIFICANT PROPERTY DAMAGE."
STRATEGIC DEVELOPMENTS,ARSON,2024-01-26,1,26,2024,GEORGIA,ATLANTA,0,UNKNOWN,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,13WMAZ,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 26 JANUARY 2024, AN UNKNOWN GROUP OR INDIVIDUAL SET FIRE TO CONSTRUCTION EQUIPMENT AT A CONSTRUCTION SITE IN ATLANTA (GEORGIA) TO RALLY AGAINST THE CONSTRUCTION OF AN ATLANTA POLICE DEPARTMENT TRAINING FACILITY, WHICH HAS BEEN DUBBED 'COP CITY' BY DEMONSTRATORS, IN THE ATLANTA FOREST."
STRATEGIC DEVELOPMENTS,ARSON,2023-12-30,12,30,2023,SOUTH CAROLINA,SUMMERVILLE,0,UNKNOWN,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,NEWS & OBSERVER,NATIONAL,NO,"PROPERTY DESTRUCTION: ON 30 DECEMBER 2023, TWO TRUCKS WERE SET ON FIRE AT A CONCRETE COMPANY IN SUMMERVILLE (SOUTH CAROLINA). GRAFFITI ON OTHER TRUCKS AT THE PROPERTY READ 'FREE WEELAUNEE' AND 'YOU BUILD IT WE BURN IT' REFERENCING A PROPOSED POLICE TRAINING CENTER IN ATLANTA FOREST THAT HAS BEEN DUBBED 'COP CITY ' BY DEMONSTRATORS WHICH PROTESTERS OPPOSE DUE A VARIETY OF CONCERNS, INCLUDING POLICE MILITARIZATION AND ENVIRONMENTAL CONCERNS. ONE MAN WAS ARRESTED AND CHARGED FOR THE INCIDENT."
STRATEGIC DEVELOPMENTS,INTIMIDATION,2023-12-07,12,7,2023,NEW YORK,ALBANY,0,YES,NO,NO,ISRAEL/PALESTINE,ANTISEMITIC,ABC7 (NEW YORK); LOCAL 22 (BURLINGTON); SPECTRUM NEWS BUFFALO,SUBNATIONAL,NO,"OTHER: ON 7 DECEMBER 2023, AN ARMED MAN STOOD OUTSIDE TEMPLE ISRAEL AND SHOT A PUMP-ACTION SHOTGUN INTO THE AIR TWICE IN ALBANY (NEW YORK). NO ONE WAS INJURED. THE INCIDENT IS BEING INVESTIGATED AS A HATE CRIME AND THE PERPETRATOR WAS CHARGED WITH ILLEGAL POSSESSION OF A FIREARM. THE MAN ALLEGEDLY SCREAMED 'FREE PALESTINE' BEFORE SHOOTING AND HE HAD TOLD OFFICERS DURING THE INVESTIGATION THAT 'EVENTS IN THE MIDDLE EAST AFFECTED HIM.' THIS EVENT TOOK PLACE IN THE WAKE OF RENEWED FIGHTING BETWEEN ISRAEL AND HAMAS."
STRATEGIC DEVELOPMENTS,ARSON,2023-11-18,11,18,2023,NEW YORK,NEW YORK - BROOKLYN,0,YES,NO,NO,ISRAEL/PALESTINE,ANTISEMITIC,AM NEW YORK,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 18 NOVEMBER 2023, A MAN SET ON FIRE TWO WINDOW TARPS WITH A STAR OF DAVID AT SHALOM JAPAN RESTAURANT IN WILLIAMSBURG IN NEW YORK - BROOKLYN (NEW YORK). POLICE ARE INVESTIGATING THE INCIDENT AS A HATE CRIME. THIS EVENT TOOK PLACE IN THE WAKE OF RENEWED FIGHTING BETWEEN ISRAEL AND HAMAS."
STRATEGIC DEVELOPMENTS,ARSON,2023-11-06,11,6,2023,ILLINOIS,ROCKFORD,0,UNKNOWN,NO,NO,ISRAEL/PALESTINE,ISLAMOPHOBIC,WREX-TV,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 6 NOVEMBER 2023, AN UNIDENTIFIED INDIVIDUAL OR GROUP SET FIRE TO THE FRONT DOOR OF A PALESTINIAN-AMERICAN OWNED GROCERY STORE IN ROCKFORD (ILLINOIS) WHICH HAD RECENTLY HUNG SIGNS SUPPORTING THE PEOPLE OF GAZA IN THE WAKE OF RENEWED FIGHTING BETWEEN ISRAEL AND HAMAS. THERE WERE NO INJURIES AND THE STORE WAS CLOSED AT THE TIME."
STRATEGIC DEVELOPMENTS,SHOOTING,2023-10-05,10,5,2023,MONTANA,HELENA,0,YES,NO,NO,REPRODUCTIVE RIGHTS,OTHER,TWITTER,NEW MEDIA,NO,"PROPERTY DESTRUCTION: ON 5 OCTOBER 2023, AN ARMED INDIVIDUAL FIRED TWO SHOTGUN ROUNDS INTO THE ENTRANCE OF PLANNED PARENTHOOD OF MONTANA IN HELENA (MONTANA) IN THE EVENING. NO INJURIES WERE REPORTED AND NO SUSPECT IS IN CUSTODY."
STRATEGIC DEVELOPMENTS,ARSON,2023-09-06,9,6,2023,MICHIGAN,SAULT SAINTE MARIE,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,CBS19 (CLEVELAND),NATIONAL,NO,"PROPERTY DESTRUCTION: ON 6 SEPTEMBER 2023, AT ABOUT 3:30 IN THE MORNING, A MAN LIT FOUR UNOCCUPIED POLICE VEHICLES ON FIRE IN SAULT SAINTE MARIE (MICHIGAN) BEFORE FIRING AT THEM WITH A GUN. THERE WERE NO INJURIES OR FATALITIES."
STRATEGIC DEVELOPMENTS,ARSON,2023-09-04,9,4,2023,TENNESSEE,CHATTANOOGA,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,OTHER,NEWSCHANNEL 9,NATIONAL,NO,"PROPERTY DESTRUCTION: ON 4 SEPTEMBER 2023, A MAN VANDALIZED THE CHATTANOOGA MASONIC CENTER IN CHATTANOOGA (TENNESSEE). HE USED A SLEDGE HAMMER TO BREAK GLASS AND MAKE HOLES IN THE WALL. HE THEN STARTED TWO FIRES, BURNED AN AMERICAN FLAG AND DISCHARGED A LARGE CALIBER FIREARM INTO THE AIR BEFORE LEAVING. HE WAS ARRESTED AND CHARGED WITH ARSON, VANDALISM, BURGLARY AND RECKLESS ENDANGERMENT."
STRATEGIC DEVELOPMENTS,ARSON,2023-07-25,7,25,2023,MISSISSIPPI,BILOXI,0,UNKNOWN,YES,YES,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,NA,WLOX ABC,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 25 JULY 2023, THE MIRACLE TEMPLE AOH CHURCH OF GOD WAS VANDALIZED IN BILOXI (MISSISSIPPI). THE CHURCH'S DOOR LOCKS WERE BROKEN, INSTRUMENTS WERE DESTROYED, AND EVIDENCE OF AN ATTEMPTED FIRE WAS FOUND. THERE WAS ALSO GRAFFITI OUTSIDE THE CHURCH READING '13' - THOUGH THE NUMBER HAS MULTIPLE DIFFERENT POSSIBLE MEANINGS, IT IS OFTEN ASSOCIATED WITH A WHITE SUPREMACIST PRISON GANG."
STRATEGIC DEVELOPMENTS,SHOOTING,2023-07-20,7,20,2023,FLORIDA,NORTH FORT MYERS,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,WINK-TV,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 20 JULY 2023, AN UNIDENTIFIED SOLE PERPETRATOR FIRED A BULLET INTO THE HOME OF STATE REPRESENTATIVE SPENCER ROACH (R) IN NORTH FORT MYERS (FLORIDA). THE MOTIVE BEHIND THE SHOOTING IS UNKNOWN."
STRATEGIC DEVELOPMENTS,ARSON,2023-06-28,6,28,2023,MARYLAND,SILVER SPRING,0,UNKNOWN,YES,NO,OTHER,"ANTI-LGBTQ, ANTI-BLACK, OTHER",FOX5 (WASHINGTON D.C.); WASHINGTON POST; WUSA9,NATIONAL,YES,"PROPERTY DESTRUCTION: AROUND 28 JUNE 2023 (BETWEEN 27 - 28 JUNE), SOMEONE BURNED AT LEAST 10 PRIDE AND UKRAINIAN FLAGS IN SILVER SPRINGS (MARYLAND). IN ONE INCIDENT, A PRIDE FLAG WAS TAKEN DOWN AND 'USSR' WAS BURNED INTO THE MIDDLE OF THE FLAG. IN ANOTHER INCIDENT, A PRIDE FLAG WAS SET ON FIRE AS IT LAID AGAINST A HOUSE, WHICH ALSO RESULTED IN A WOODEN POST ON THE HOUSE CATCHING ON FIRE. ONE 'BLACK TRANS LIVES MATTER' FLAG WAS ALSO BURNED. THE INCIDENTS ARE BEING INVESTIGATED AS HATE CRIMES."
STRATEGIC DEVELOPMENTS,ARSON,2023-06-06,6,6,2023,NEW JERSEY,MANCHESTER TOWNSHIP,0,YES,YES,NO,OTHER,ANTISEMITIC,ASBURY PARK PRESS; NEW JERSEY 101.5; NJDOTCOM,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 6 JUNE 2023, A MAN TARGETED FOURTEEN HOUSES IN MANCHESTER TOWNSHIP (NEW JERSEY) BY SPRAY-PAINTING NEO-NAZI SYMBOLS, DRAWING HEARTS, WRITING HIS DAUGHTERS' NAMES, AND SETTING ONE HOUSE ON FIRE. THE HOUSE THAT WAS LIT ON FIRE WAS UNDER CONSTRUCTION AND WAS COMPLETELY DESTROYED, BUT THERE WERE NO REPORTED INJURIES. AUTHORITIES BELIEVE THAT THE MAN WAS TARGETING JEWISH RESIDENTS AND THE MAN LATER CLAIMED TO BE 'SAVING THE NEIGHBORHOOD' FROM JEWISH PEOPLE. THE MAN WAS LATER DETAINED ON CHARGES THAT INCLUDED BIAS INTIMIDATION, ARSON, AND CRIMINAL MISCHIEF."
STRATEGIC DEVELOPMENTS,ARSON,2023-05-22,5,22,2023,ARIZONA,DOUGLAS,0,YES,NO,NO,LGBTQ+ RIGHTS,"ANTI-LGBTQ, SEXIST",LEFT COAST RIGHT WATCH,NATIONAL,NO,"PROPERTY DESTRUCTION: ON 22 MAY 2023, A MAN SET FIRES AT THE FIRST PRESBYTERIAN CHURCH AND ST. STEPHEN'S EPISCOPAL CHURCH IN DOUGLAS (ARIZONA). THERE WERE NO REPORTED INJURIES. AN ONGOING INVESTIGATION HAS REVEALED THAT THE MAN BELIEVED WOMEN AND GAY PEOPLE SHOULDN'T BE ALLOWED TO SERVE IN THE CHURCH, LEADING AUTHORITIES TO BELIEVE THAT THE FIRST PRESBYTERIAN CHURCH WAS TARGETED DUE TO ITS GAY PASTOR AND THAT ST STEPHEN'S EPISCOPAL CHURCH WAS TARGETED DUE TO ITS PASTOR BEING A WOMAN."
STRATEGIC DEVELOPMENTS,ARSON,2023-05-20,5,20,2023,ILLINOIS,DANVILLE,0,YES,NO,NO,REPRODUCTIVE RIGHTS,OTHER,AP,INTERNATIONAL,YES,"PROPERTY DESTRUCTION: ON 20 MAY 2023, A 73-YEAR-OLD MAN BACKED HIS CAR FULL OF SEVERAL CONTAINERS OF GASOLINE INTO A PLANNED ABORTION CLINIC IN DANVILLE (ILLINOIS) IN AN ATTEMPTED ARSON. THERE WERE NO REPORTED DAMAGES AND THE MAN WAS LATER ARRESTED AND CHARGED WITH FEDERAL ATTEMPTED ARSON OF A BUILDING INVOLVED IN INTERSTATE COMMERCE."
STRATEGIC DEVELOPMENTS,SHOOTING,2023-04-01,4,1,2023,TENNESSEE,FRANKLIN,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,OTHER,TENNESSEE LOOKOUT; TWITTER,NEW MEDIA-SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 1 APRIL 2023, AN UNKNOWN ASSAILANT FIRED SHOTS INTO THE HOME OF THE FOUNDER OF TENNESSEE HOLLER, A NEWSPAPER, IN THE COUNTY OF WILLIAMSON (CODED AS FRANKLIN, (TENNESSEE)). THE MOTIVES ARE CURRENTLY UNKNOWN. THE TENNESSEE HOLLER IS A LEFT-LEANING NEWSPAPER AND THE FOUNDER HAS HAD PUBLIC POLITICAL DISAGREEMENTS WITH LOCAL REPUBLICAN OFFICIALS."
STRATEGIC DEVELOPMENTS,ARSON,2023-02-24,2,24,2023,MINNESOTA,MINNEAPOLIS,0,UNKNOWN,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,IT'S GOING DOWN,OTHER,NO,"PROPERTY DESTRUCTION: ON 24 FEBRUARY 2023, AN UNKNOWN GROUP OR INDIVIDUAL LIT A PUBLIC WORKS TRUCK ON FIRE IN MINNEAPOLIS (MINNESOTA) TO RALLY AGAINST THE CONSTRUCTION OF AN ATLANTA POLICE DEPARTMENT TRAINING FACILITY, WHICH HAS BEEN DUBBED 'COP CITY' BY DEMONSTRATORS, IN THE ATLANTA FOREST IN ATLANTA, GEORGIA. THIS WAS ALSO IN RESPONSE TO AN EVICTION."
STRATEGIC DEVELOPMENTS,ARSON,2023-02-11,2,11,2023,CALIFORNIA,OAKLAND,0,NO,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,IT'S GOING DOWN,OTHER,NO,"PROPERTY DESTRUCTION: ON 11 FEBRUARY 2023, AT LEAST TWO PEOPLE PARTICIPATED IN LIGHTING A POLICE CAR ON FIRE IN THE POLICE ADMINISTRATION BUILDING OF OAKLAND (CALIFORNIA) TO RALLY AGAINST THE CONSTRUCTION OF AN ATLANTA POLICE DEPARTMENT TRAINING FACILITY, WHICH HAS BEEN DUBBED 'COP CITY' BY DEMONSTRATORS, IN THE ATLANTA FOREST IN ATLANTA, GEORGIA. BANK OF AMERICA WAS TARGETED DUE TO ITS FINANCIAL TIES WITH THE TRAINING FACILITY PROJECT."
STRATEGIC DEVELOPMENTS,INTIMIDATION,2023-02-01,2,1,2023,CALIFORNIA,SAN FRANCISCO,0,YES,YES,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTISEMITIC,J. THE JEWISH NEWS OF NORTHERN CALIFORNIA; SAN FRANCISCO STANDARD,SUBNATIONAL,NO,"OTHER: ON 1 FEBRUARY 2023, AN INDIVIDUAL ARRIVED AT THE SCHNEERSON CENTER, A JEWISH CENTER, IN SAN FRANCISCO (CALIFORNIA) AND STARTED SHOOTING BLANKS FROM A HANDGUN BEFORE LEAVING. THE MAN ALSO CLAIMED THAT HE WAS A MEMBER OF MOSSAD. THIS INCIDENT TOOK PLACE DURING A STUDY SESSION IN A COMMUNITY SPACE SERVING MAINLY RUSSIAN-SPEAKING JEWS. SUBSEQUENT INVESTIGATIONS REVEALED THAT THE INDIVIDUAL HAD POSTED IMAGES OF ANTISEMITIC PROPAGANDA AND HIMSELF IN A GERMAN WWII UNIFORM FEATURING A SWASTIKA ONLINE."
STRATEGIC DEVELOPMENTS,ARSON,2023-01-22,1,22,2023,OREGON,PORTLAND,0,UNKNOWN,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,IT'S GOING DOWN,OTHER,NO,"PROPERTY DESTRUCTION: ON 22 JANUARY 2023, AN UNKNOWN GROUP OR INDIVIDUAL LIT AN EXCAVATOR ON FIRE IN PORTLAND (OREGON) TO RALLY AGAINST THE CONSTRUCTION OF AN ATLANTA POLICE DEPARTMENT TRAINING FACILITY, WHICH HAS BEEN DUBBED 'COP CITY' BY DEMONSTRATORS, IN THE ATLANTA FOREST IN ATLANTA, GEORGIA."
STRATEGIC DEVELOPMENTS,ARSON,2023-01-15,1,15,2023,ILLINOIS,PEORIA,0,YES,NO,NO,REPRODUCTIVE RIGHTS,OTHER,ABC NEWS; WASHINGTON POST,NATIONAL,YES,"PROPERTY DESTRUCTION: ON 15 JANUARY 2023, AN UNKNOWN INDIVIDUAL THREW A MOLOTOV COCKTAIL FROM A PICKUP TRUCK, CAUSING A FIRE AT A PLANNED PARENTHOOD IN PEORIA (ILLINOIS). AUTHORITIES WERE ABLE TO IDENTIFY A VEHICLE FROM SECURITY CAMERA FOOTAGE AND AN INVESTIGATION IS ONGOING. ONE FIREFIGHTER SUSTAINED NON-LIFE-THREATENING INJURIES WHILE CONTAINING THE FIRE. THIS FOLLOWS THE PASSAGE OF ILLINOIS STATE ABORTION RIGHTS LEGISLATION WHICH PROTECTS ABORTION ACCESS AND PROVIDES LEGAL PROTECTION FOR PATIENTS COMING FROM OUT OF STATE AND THE REPRODUCTIVE HEALTH CLINICS THAT SERVE THEM."
STRATEGIC DEVELOPMENTS,ARSON,2023-01-13,1,13,2023,NEW JERSEY,WOODBURY,0,YES,YES,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,OTHER,PRESS OF ATLANTIC CITY,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 13 JANUARY 2023, A MAN SET A WOODEN CROSS ON FIRE IN FRONT OF ST. PATRICK'S CHURCH IN WOODBURY (NEW JERSEY). THE SAME MAN THREW A ROCK AT HOLY CHILD PARISH AT ST. TERESA'S CHURCH IN RUNNEMEDE, THREW A BRICK THROUGH THE WINDOW OF ST. AGNES CHURCH IN BLACKWOOD IN GLOUCESTER TOWNSHIP, AND SET FIRE TO THE FLAGPOLE OF THE PARISH CENTER IN BLACKWOOD ON THE SAME DAY. POLICE DETAINED THE PERPETRATOR."
STRATEGIC DEVELOPMENTS,ARSON,2023-01-13,1,13,2023,NEW JERSEY,GLOUCESTER TOWNSHIP,0,YES,YES,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,OTHER,NJDOTCOM; PRESS OF ATLANTIC CITY,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 13 JANUARY 2023, A MAN THREW A BRICK THROUGH A BIG WINDOW ABOVE THE ENTRANCE OF ST. AGNES CHURCH IN BLACKWOOD IN GLOUCESTER TOWNSHIP (NEW JERSEY). HE THEN WENT TO THE PARISH CENTER, POURED GASOLINE ON THE BASE OF A FLAG POLE OUTSIDE OF IT, AND SET IT ON FIRE. THE SAME MAN THREW A ROCK AT HOLY CHILD PARISH AT ST. TERESA'S CHURCH IN RUNNEMEDE AND SET A WOODEN CROSS ON FIRE IN FRONT OF ST. PATRICK'S CHURCH IN WOODBURY ON THE SAME DAY. POLICE DETAINED THE PERPETRATOR."
